"ticker","price","% Held by Insiders 1","% Held by Institutions 1","200-Day Moving Average 3","50-Day Moving Average 3","52 Week High 3","52 Week Low 3","52-Week Change 3","Avg Vol (10 day) 3","Avg Vol (3 month) 3","Beta (3Y Monthly) ","Book Value Per Share (mrq)","Current Ratio (mrq)","Diluted EPS (ttm)","EBITDA ","Enterprise Value 3","Enterprise Value/EBITDA 6","Enterprise Value/Revenue 3","Float ","Forward P/E 1","Gross Profit (ttm)","Levered Free Cash Flow (ttm)","Market Cap (intraday) 5","Net Income Avi to Common (ttm)","Operating Cash Flow (ttm)","Operating Margin (ttm)","Payout Ratio 4","PEG Ratio (5 yr expected) 1","Price/Book (mrq)","Price/Sales (ttm)","Profit Margin ","Quarterly Revenue Growth (yoy)","Return on Assets (ttm)","Return on Equity (ttm)","Revenue (ttm)","Revenue Per Share (ttm)","S&P500 52-Week Change 3","Shares Outstanding 5","Shares Short (Mar 15, 2019) 4","Shares Short (prior month Feb 15, 2019) 4","Short % of Shares Outstanding (Mar 15, 2019) 4","Short Ratio (Mar 15, 2019) 4","Total Cash (mrq)","Total Cash Per Share (mrq)","Total Debt (mrq)","Total Debt/Equity (mrq)","Trailing P/E "
"BBY","73.57","0.1492","0.8638","64.92","69.94","84.37","47.72","0.0288","2210000","3280000","1.44","12.44","1.18","5.20","2.74e+09","1.893e+10","6.92","0.44","230850000","12.32","9.96e+09","1.27e+09","1.97e+10","1.46e+09","2.41e+09","0.046","0.3462","1.51","5.91","0.46","0.0341","-0.037","0.0949","0.4232","4.288e+10","155.13","0.0786","267800000","13500000","13700000","0.0502","3","2.16e+09","8.08","1.39e+09","42.01","14.15"
"BIIB","234.5","0.0047","0.9344","312.06","278.95","388.67","216.12","-0.1113","2370000","2160000","1.85","66.12","2.32","21.58","7.03e+09","4.966e+10","7.07","3.69","196390000","7.90","1.164e+10","3.81e+09","4.613e+10","4.43e+09","6.19e+09","0.4739","0","2.06","3.55","3.43","0.3294","0.066","0.1628","0.3491","1.345e+10","65.66","0.0786","196710000","2870000","2740000","0.0146","2.52","3.54e+09","17.99","5.94e+09","45.56","10.87"
"BLK","454.35","0.0376","0.835","418.02","434.30","557.00","360.79","-0.15","447190","603000","1.17","204.23","1.38","26.58","5.8e+09","6.908e+10","11.91","4.87","120700000","15.20","7.21e+09","3.83e+09","7.202e+10","4.3e+09","3.08e+09","0.3931","0.4522","2.00","2.22","5.07","0.3032","-0.088","0.0184","0.1308","1.42e+10","88.57","0.0786","157550000","1060000","1110000","0.0067","1.85","9.17e+09","57.84","5.06e+09","15.10","17.09"
"BA","379.64","7e-04","0.7056","366.11","392.79","446.01","292.47","0.1157","8690000","7490000","1.43","0.60","1.08","17.85","1.396e+10","2.1984e+11","15.75","2.17","564510000","16.71","1.964e+10","8.26e+09","2.143e+11","1.046e+10","1.532e+10","0.1171","0.3832","1.02","635.91","2.12","0.1034","0.144","0.0644","9.854","1.0113e+11","174.39","0.0786","564480000","4920000","4410000","0.0087","0.48","8.56e+09","15.16","1.385e+10","3,377.32","21.27"
"BKNG","1833.07","0.0032","0.9505","1,812.18","1,768.52","2,201.84","1,606.27","-0.1326","381240","496190","0.61","192.52","2.37","83.26","5.78e+09","8.49e+10","14.69","5.84","44890000","16.33","1.453e+10","3.81e+09","8.251e+10","4e+09","5.34e+09","0.3686","0","1.14","9.52","5.68","0.2752","0.146","0.139","0.3989","1.453e+10","306.18","0.0786","45010000","1180000","1330000","0.0263","1.74","6.28e+09","139.6","8.67e+09","98.74","22.02"
"BWA","44.23","0.006","0.9433","39.03","39.76","54.35","32.46","-0.205","1980000","1660000","1.55","20.29","1.59","4.44","1.73e+09","1.038e+10","6.00","0.99","206110000","9.55","2.23e+09","524620000","9.18e+09","930700000","1.13e+09","0.1232","0.1532","1.52","2.18","0.87","0.0884","-0.005","0.0815","0.241","1.053e+10","50.58","0.0786","207610000","4330000","3400000","0.0209","3.02","739400000","3.56","2.11e+09","48.64","9.96"
"BXP","137.89","0.0015","0.9979","125.65","134.36","139.41","107.84","0.1488","662930","729350","1.08","36.79","3.47","3.70","1.57e+09","3.439e+10","21.89","12.70","154240000","41.16","1.69e+09","809140000","2.362e+10","572350000","1.15e+09","0.3418","1.3886","6.73","3.75","8.73","0.2153","0.06","0.0292","0.0873","2.71e+09","17.53","0.0786","154520000","2190000","2360000","0.0132","2.93","543360000","3.52","1.101e+10","134.01","37.27"
"BSX","37.73","0.0025","0.934","37.33","38.90","41.00","27.91","0.3153","4770000","7020000","0.82","6.30","0.76","1.19","2.62e+09","5.951e+10","22.73","6.06","1.38e+09","20.96","7.03e+09","532880000","5.246e+10","1.67e+09","3.1e+08","0.1755","0","1.98","5.99","5.34","0.1701","0.064","0.0538","0.2124","9.82e+09","7.11","0.0786","1.39e+09","8390000","8940000","0.0061","1.3","1.46e+08","0.1","7.1e+09","81.37","31.71"
"BMY","45.57","0.0011","0.7505","51.64","49.17","63.69","44.30","-0.1477","17750000","18750000","0.87","8.60","1.61","3.01","6.98e+09","7.296e+10","10.45","3.23","1.63e+09","10.26","1.607e+10","3.87e+09","7.44e+10","4.92e+09","5.94e+09","0.2845","0.5349","1.38","5.30","3.30","0.2181","0.096","0.117","0.3809","2.256e+10","13.82","0.0786","1.63e+09","65780000","60970000","0.0403","2.94","8.88e+09","5.44","7.35e+09","52.02","15.14"
"AVGO","317.03","0.0259","0.8835","256.86","288.98","317.44","197.46","0.2408","1730000","2760000","0.27","58.65","1.27","15.15","9.93e+09","1.5804e+11","15.91","7.42","388400000","12.04","1.383e+10","9.84e+09","1.255e+11","6.51e+09","9.33e+09","0.2616","0.5277","0.86","5.41","5.89","0.305","0.087","0.055","0.2497","2.131e+10","51.26","0.0786","395850000","4790000","6460000","0.0121","1.62","5.09e+09","12.87","3.764e+10","162.08","20.93"
"BR","111.49","0.2141","0.3963","105.05","103.29","138.24","91.34","0.0054","984900","921960","0.87","9.70","1.62","3.69","812300000","1.37e+10","16.87","3.17","114900000","21.73","1.16e+09","494960000","1.29e+10","442500000","633900000","0.1325","0.4607","2.39","11.49","2.99","0.1025","-0.059","0.1082","0.4029","4.32e+09","37.01","0.0786","115680000","1580000","1620000","0.0137","1.57","2.5e+08","2.16","1.19e+09","106.37","30.18"
"CHRW","90.79","0.0049","0.8927","88.90","88.43","101.20","78.83","-0.0814","696840","1130000","0.85","11.62","1.92","4.73","994120000","1.339e+10","13.47","0.81","136300000","17.00","1.36e+09","618720000","1.247e+10","664510000","792900000","0.0548","0.3975","2.17","7.81","0.75","0.0399","0.045","0.1316","0.4399","1.663e+10","119.64","0.0786","137360000","8800000","9620000","0.0643","6.77","378620000","2.77","1.35e+09","84.41","19.19"
"CDNS","64.98","0.0163","0.9029","49.23","61.44","65.45","36.65","0.72","1880000","1970000","1.14","4.60","1.34","1.23","526020000","1.801e+10","34.24","8.43","275630000","29.40","1.88e+09","391350000","1.827e+10","345780000","604750000","0.1905","0","2.65","14.12","8.55","0.1617","0.136","0.1042","0.3036","2.14e+09","7.81","0.0786","281190000","6010000","5470000","0.0214","2.48","537190000","1.92","445290000","34.56","52.83"
"CPRI","48.46","0.0461","0.9213","47.62","46.23","75.96","35.68","-0.2663","2850000","2790000","1.03","15.26","2.48","3.73","1.13e+09","9.58e+09","8.46","1.89","134490000","9.79","2.86e+09","-1.3e+09","7.3e+09","567700000","964900000","0.1799","0","1.43","3.17","1.44","0.1119","-0.001","0.1114","0.2609","5.07e+09","33.88","0.0786","150710000","8030000","5090000","0.0533","2.69","264500000","1.75","2.53e+09","111.78","12.98"
"CCL","53.57","0.1733","0.7925","56.31","54.90","67.69","45.64","-0.1812","3430000","4020000","1.59","35.08","0.22","4.40","5.38e+09","4.797e+10","8.92","2.48","396940000","10.57","7.79e+09","-1.01e+09","3.704e+10","3.1e+09","5.6e+09","0.1726","0.4566","1.04","1.53","1.92","0.1603","0.104","0.0488","0.1274","1.932e+10","27.49","0.0786","5.27e+08","11490000","12830000","0.016","3.27","6.49e+08","0.94","1.16e+10","47.87","12.17"
"CAT","141.2","0.0017","0.6858","132.54","135.86","161.60","112.06","-0.0872","3150000","4400000","1.35","24.39","1.37","10.26","1.11e+10","1.1093e+11","9.99","2.03","574700000","10.80","1.7e+10","3.52e+09","8.127e+10","6.15e+09","6.56e+09","0.1523","0.3197","0.55","5.79","1.49","0.1123","0.112","0.067","0.4416","5.472e+10","92.53","0.0786","575540000","7690000","9990000","0.0134","1.74","6.97e+09","12.11","3.659e+10","259.89","13.76"
"CBS","51.58","0.0777","0","51.05","48.94","59.59","41.38","0.013","2580000","3010000","0.86","7.52","1.48","5.14","3.12e+09","2.906e+10","9.30","2.00","331300000","7.87","5.4e+09","1.9e+09","1.924e+10","1.96e+09","1.43e+09","0.1999","0.1401","0.60","6.86","1.33","0.135","0.026","0.0849","0.8197","1.451e+10","38.50","0.0786","347680000","7890000","8070000","0.0212","2.42","3.22e+08","0.86","1.015e+10","362.05","10.04"
"CE","105.3","0.0061","1.057","98.90","101.53","119.29","82.91","-0.0406","1020000","1110000","1.06","23.30","1.62","8.91","1.6e+09","1.656e+10","10.38","2.31","127370000","8.98","1.97e+09","543630000","1.346e+10","1.21e+09","1.56e+09","0.1775","0.2324","0.89","4.52","1.88","0.1687","0.06","0.0842","0.3648","7.15e+09","53.27","0.0786","127840000","2780000","2570000","0.0218","2.73","4.46e+08","3.48","3.53e+09","104.50","11.81"
"CELG","94.14","0.0022","0.7778","81.65","89.62","95.30","58.59","0.0408","9650000","10280000","2.03","8.80","2.23","5.51","6.12e+09","8.046e+10","13.14","5.26","700250000","7.44","1.406e+10","4.82e+09","6.612e+10","4.05e+09","5.17e+09","0.3592","0","0.49","10.70","4.33","0.2648","0.159","0.1046","0.6186","1.528e+10","21.33","0.0786","702360000","18510000","17110000","0.0264","1.71","6.05e+09","8.61","2.027e+10","329.01","17.09"
"CNC","52.92","0.024","0.923","63.40","57.35","74.49","49.56","0.0031","9180000","4270000","1.42","26.47","1.00","2.26","2.63e+09","2.36e+10","8.98","0.42","407640000","10.96","1.063e+10","1.66e+09","2.187e+10","9e+08","1.23e+09","0.0376","0","0.89","2.00","0.39","0.0159","0.349","0.0505","0.0999","5.669e+10","145.26","0.0786","413190000","4230000","5870000","0.0102","1.31","6.06e+09","14.68","6.78e+09","61.52","23.42"
"CNP","30.57","0.0022","0.841","29.13","30.51","31.42","24.81","0.119","4220000","4680000","0.42","12.61","2.13","0.74","2.1e+09","2.131e+10","10.14","2.01","499970000","16.80","2.48e+09","261750000","1.533e+10","3.33e+08","2.14e+09","0.0803","1.5","3.16","2.43","1.45","0.0347","0.151","0.0214","0.0577","1.059e+10","23.59","0.0786","501440000","18730000","17710000","0.0374","3.64","4.77e+09","9.52","9.16e+09","113.72","41.31"
"CERN","62.8","0.0442","0.8277","57.20","57.50","67.57","48.78","0.0735","4320000","2530000","0.95","15.20","2.41","1.89","1.21e+09","2.004e+10","16.60","3.73","311470000","20.93","4.43e+09","677650000","2.037e+10","630060000","1.45e+09","0.1444","0","2.25","4.13","3.80","0.1174","0.039","0.0735","0.1297","5.37e+09","16.26","0.0786","324360000","14490000","12800000","0.0447","6.15","775410000","2.39","443720000","9.00","33.23"
"CHTR","356.05","0.2801","0.7849","323.63","350.44","368.02","250.10","0.1356","871240","1350000","1.36","161.01","0.23","5.22","1.597e+10","1.6032e+11","10.04","3.67","148690000","27.06","2.484e+10","2.32e+09","9.062e+10","1.23e+09","1.177e+10","0.1294","0","1.02","2.21","2.08","0.0282","0.059","0.0241","0.0328","4.363e+10","187.79","0.0786","224970000","11340000","9360000","0.0504","8.75","5.51e+08","2.44","7.283e+10","164.50","68.21"
"CVX","119.76","5e-04","0.6748","117.76","123.57","131.08","100.22","0.0438","9830000","6530000","0.78","81.22","1.25","7.74","3.364e+10","2.537e+11","7.54","1.60","1.9e+09","14.53","6.432e+10","1.207e+10","2.2755e+11","1.482e+10","3.062e+10","0.092","0.5788","0.33","1.47","1.43","0.0933","0.169","0.036","0.0974","1.589e+11","83.72","0.0786","1.9e+09","19240000","16930000","0.0101","3.07","9.4e+09","4.95","3.446e+10","22.14","15.47"
"CB","139.17","0.0062","0.9055","131.68","136.15","141.59","119.54","0.0162","1360000","1580000","0.71","109.56","0.38","8.49","5.18e+09","7.589e+10","14.65","2.32","455410000","12.18","8.11e+09","2.57e+09","6.377e+10","3.96e+09","5.48e+09","0.1482","0.3416","1.19","1.27","1.95","0.1212","-0.054","0.0181","0.0781","3.268e+10","70.49","0.0786","458230000","8270000","7140000","0.018","5.91","4.26e+09","9.3","1.636e+10","32.52","16.39"
"CHD","73.89","0.0023","0.8844","65.03","68.57","74.14","44.87","0.4711","1120000","1830000","0.02","9.94","0.81","2.27","932800000","1.997e+10","21.41","4.82","245370000","27.78","1.84e+09","574490000","1.817e+10","568600000","763600000","0.191","0.3833","3.40","7.43","4.38","0.1372","0.04","0.0819","0.2434","4.15e+09","16.89","0.0786","245930000","9460000","10650000","0.0385","6.98","316700000","1.29","2.11e+09","86.16","32.55"
"CI","160.6","0.0167","0.9023","193.92","167.51","226.61","158.00","-0.0632","2800000","2720000","1.03","107.71","0.64","10.54","5.21e+09","9.769e+10","18.76","2.01","379050000","8.68","1.625e+10","1.116e+10","6.104e+10","2.64e+09","3.77e+09","0.0999","0.0036","0.69","1.49","1.26","0.0543","0.338","0.0282","0.0965","4.857e+10","196.91","0.0786","380060000","4970000","5130000","0.0131","1.69","5.87e+09","15.44","4.248e+10","103.42","15.24"
"CINF","87.49","0.0659","0.6536","80.46","85.55","87.52","66.33","0.1623","387800","666210","0.55","48.10","0.71","1.75","3.67e+08","1.424e+10","38.79","2.63","158970000","24.30","3.95e+08","2.13e+09","1.427e+10","2.87e+08","1.18e+09","0.0562","1.2114","5.10","1.82","2.64","0.0531","-0.497","0.0087","0.0357","5.41e+09","33.13","0.0786","163130000","2820000","2900000","0.0173","4.13","7.84e+08","4.81","8.66e+08","11.06","49.99"
"CTAS","207.4","0.1547","0.6884","187.83","204.29","217.34","155.98","0.1883","305500","474600","1.32","30.30","2.24","7.58","1.44e+09","2.437e+10","16.91","3.60","84230000","24.96","2.91e+09","534060000","2.176e+10","835540000","974010000","0.1704","0.2701","1.89","6.84","3.22","0.1248","0.059","0.1004","0.2785","6.77e+09","63.52","0.0786","104930000","2670000","2560000","0.0254","5.61","80860000","0.77","2.76e+09","86.90","27.36"
"CSCO","56.29","7e-04","0.7733","47.79","53.25","56.36","40.25","0.2841","14370000","20240000","1.06","9.22","1.80","2.74","1.525e+10","2.3307e+11","15.28","4.59","4.4e+09","16.65","3.068e+10","8.06e+09","2.4779e+11","1.287e+10","1.408e+10","0.2646","0.4871","1.83","6.11","4.88","0.2531","0.047","0.0719","0.2774","5.082e+10","10.99","0.0786","4.4e+09","44230000","36480000","0.01","2.01","4.038e+10","9.17","2.566e+10","62.90","20.54"
"CTXS","102.27","0.0097","1.0318","104.59","101.75","116.82","93.91","0.0619","1880000","2320000","0.79","4.20","0.72","3.94","836580000","1.417e+10","16.93","4.76","130910000","15.47","2.59e+09","792140000","1.347e+10","575670000","1.04e+09","0.2336","0.0888","1.86","24.37","4.53","0.1936","0.031","0.0793","0.7457","2.97e+09","21.86","0.0786","131730000","12730000","11500000","0.0966","5.25","1.2e+09","9.13","1.9e+09","344.01","25.96"
"CLX","155.49","0.0011","0.7948","155.43","157.68","167.70","113.57","0.2214","968340","952590","0.47","5.79","1.15","6.05","1.28e+09","2.227e+10","17.34","3.57","127830000","23.10","2.67e+09","727750000","1.993e+10","7.9e+08","1.1e+09","0.1797","0.6149","5.55","26.84","3.19","0.1265","0.04","0.1427","1.0519","6.24e+09","48.53","0.0786","128160000","8570000","7940000","0.0669","11.3","1.62e+08","1.26","2.52e+09","339.62","25.70"
"CME","172.92","0.0164","0.8794","179.91","170.64","197.08","153.90","0.0398","1520000","1800000","0.06","72.64","1.01","5.71","2.92e+09","6.402e+10","21.92","14.86","348890000","22.75","4.31e+09","1.3e+09","6.188e+10","1.96e+09","2.44e+09","0.6201","0.4904","5.53","2.38","14.36","0.4553","0.374","0.0218","0.0812","4.31e+09","12.59","0.0786","357840000","4850000","4770000","0.0136","2.33","1.45e+09","4.05","4.4e+09","16.95","30.28"
"CMS","54.98","0.0058","0.9445","51.76","54.83","56.30","42.52","0.2207","2040000","2300000","0.26","16.78","0.94","2.32","2.03e+09","2.752e+10","13.54","4.00","281470000","20.44","2.4e+09","-631630000","1.56e+10","6.57e+08","1.7e+09","0.1822","0.6164","3.11","3.28","2.27","0.0956","0.029","0.0329","0.1422","6.87e+09","24.36","0.0786","283740000","8370000","8430000","0.0295","3.38","1.53e+08","0.54","1.178e+10","245.76","23.70"
"KO","46.74","0.0075","0.6899","47.26","45.94","50.84","41.45","0.0454","8520000","16230000","0.27","3.98","1.05","1.50","1.059e+10","2.2954e+11","21.67","7.20","3.84e+09","20.77","2.009e+10","6.87e+09","1.9982e+11","6.69e+09","7.63e+09","0.2985","0.9936","4.18","11.75","6.27","0.202","-0.06","0.0695","0.3537","3.186e+10","7.48","0.0786","4.28e+09","29350000","29120000","0.0069","1.36","1.596e+10","3.73","4.36e+10","228.75","31.16"
"CTSH","74.29","0.0023","0.9271","70.26","72.35","83.35","59.47","-0.0927","2190000","3380000","1.05","19.80","3.12","3.60","3.32e+09","3.896e+10","11.73","2.42","573320000","15.13","6.29e+09","2.14e+09","4.272e+10","2.1e+09","2.59e+09","0.1759","0.2222","1.90","3.75","2.65","0.1303","0.079","0.1139","0.1902","1.612e+10","27.71","0.0786","575100000","5460000","5460000","0.0095","1.45","4.51e+09","7.84","7.45e+08","6.52","20.64"
"CMCSA","41.3","0.0071","0.8467","37.30","39.70","41.33","30.43","0.224","13570000","19700000","1.06","15.82","0.79","2.53","3.002e+10","2.9706e+11","9.89","3.14","4.49e+09","12.83","6.481e+10","1.057e+10","1.8692e+11","1.173e+10","2.43e+10","0.2011","0.3004","1.04","2.61","1.98","0.1241","0.261","0.0541","0.164","9.451e+10","20.62","0.0786","4.52e+09","66410000","62830000","0.0147","3.3","3.81e+09","0.84","1.1174e+11","151.38","16.32"
"CAG","29.75","0.0085","0.9071","27.89","25.33","39.43","20.22","-0.1997","7320000","8230000","1.24","15.17","1.31","1.47","1.82e+09","2.539e+10","13.99","2.86","484350000","13.65","2.36e+09","695940000","1.446e+10","623600000","868200000","0.1714","0.5782","2.44","1.96","1.63","0.0699","0.357","0.0574","0.1111","8.89e+09","21.08","0.0786","485920000","23340000","23230000","0.0481","3.13","282200000","0.58","1.113e+10","149.33","20.24"
"COP","67.37","9e-04","0.7512","67.79","67.32","80.24","56.75","0.0097","7310000","6570000","0.70","28.06","1.79","5.32","1.571e+10","8.389e+10","5.34","2.24","1.13e+09","15.07","1.922e+10","6.36e+09","7.625e+10","6.26e+09","1.293e+10","0.2587","0.218","-62.73","2.40","2.03","0.1669","0.199","0.0846","0.2006","3.749e+10","32.14","0.0786","1.13e+09","12910000","10580000","0.0114","1.75","7.62e+09","6.72","1.497e+10","46.68","12.66"
"ED","84.55","0.0017","0.6138","79.36","84.01","85.87","71.12","0.0859","1240000","1960000","0.25","52.11","0.62","4.42","3.8e+09","4.705e+10","12.38","3.81","320710000","18.54","6.24e+09","-1.62e+09","2.715e+10","1.38e+09","2.7e+09","0.1915","0.6471","6.42","1.62","2.20","0.112","-0.004","0.029","0.0857","1.234e+10","39.58","0.0786","321080000","11450000","10420000","0.0354","5.53","8.95e+08","2.79","2.071e+10","122.99","19.13"
"COO","292.94","0.0071","1.0342","270.76","291.81","302.36","220.90","0.2802","371410","368800","1.08","69.48","1.27","7.31","781600000","1.645e+10","21.05","6.40","49030000","22.21","1.68e+09","506120000","1.446e+10","365600000","744500000","0.1962","0.0081","2.43","4.22","5.63","0.1422","0.065","0.0502","0.1111","2.57e+09","52.25","0.0786","49370000","760440","1210000","0.0154","1.6","146600000","2.97","2.13e+09","62.25","40.07"
"CPRT","65.37","0.1291","0.8693","52.69","60.45","67.08","44.61","0.2893","1360000","1320000","0.78","6.44","1.69","1.99","714360000","1.53e+10","21.42","8.17","199390000","26.68","879370000","147060000","1.492e+10","482550000","563880000","0.3378","0","1.35","10.15","7.96","0.2575","0.056","0.1782","0.3457","1.87e+09","8.06","0.0786","228210000","7220000","7430000","0.0317","4.04","108170000","0.47","492860000","33.76","32.88"
"GLW","35.01","0.0028","0.7362","32.58","34.31","36.56","26.11","0.2586","2040000","4290000","1.23","14.58","2.12","1.13","2.89e+09","3.358e+10","11.64","2.97","784430000","15.56","4.57e+09","218250000","2.749e+10","9.68e+08","2.92e+09","0.1411","0.6372","1.38","2.40","2.43","0.0944","0.151","0.0362","0.0719","1.129e+10","13.84","0.0786","785220000","15300000","18150000","0.0195","4.43","2.36e+09","2.99","6e+09","43.19","30.90"
"COST","241.95","0.0052","0.7352","223.08","233.82","247.09","189.51","0.2398","1710000","2110000","1.07","31.50","0.96","7.79","6.11e+09","1.0612e+11","17.38","0.72","433220000","28.43","1.842e+10","2.27e+09","1.0643e+11","3.45e+09","5.62e+09","0.0317","0.2927","2.84","7.68","0.72","0.0234","0.073","0.0716","0.2663","1.4724e+11","335.29","0.0786","439880000","5650000","4470000","0.0128","2.18","7.12e+09","16.19","6.49e+09","45.77","31.06"
"CCI","128.87","0.0038","0.9452","114.55","124.62","130.60","98.85","0.2339","1480000","1860000","0.50","29.00","0.87","1.34","2.96e+09","6.99e+10","23.64","12.89","413840000","66.77","3.58e+09","373880000","5.358e+10","5.58e+08","2.5e+09","0.2738","3.1903","3.94","4.44","9.88","0.1237","0.146","0.0286","0.0551","5.42e+09","13.13","0.0786","415740000","6740000","6780000","0.0162","3.83","2.77e+08","0.67","1.668e+10","138.62","96.17"
"CSX","76.66","0.0022","0.7869","69.81","73.68","77.15","55.95","0.3366","4150000","4960000","1.35","15.35","1.34","3.84","6.17e+09","7.516e+10","12.19","6.14","814660000","16.14","6.17e+09","2.32e+09","6.23e+10","3.31e+09","4.64e+09","0.3947","0.2292","1.55","4.99","5.09","0.2701","0.098","0.0834","0.2424","1.225e+10","14.29","0.0786","812690000","14270000","13670000","0.0176","2.76","1.11e+09","1.36","1.476e+10","117.31","19.96"
"CMI","166.07","0.0027","0.8448","146.88","158.32","172.08","124.40","-0.0127","755700","1300000","1.27","46.62","1.54","13.15","3.08e+09","2.775e+10","9.02","1.17","156830000","11.29","5.74e+09","665880000","2.615e+10","2.14e+09","2.38e+09","0.1039","0.3376","1.26","3.56","1.10","0.0901","0.119","0.0831","0.2663","2.377e+10","146.58","0.0786","157480000","3950000","2900000","0.0251","2.56","1.52e+09","9.69","2.48e+09","29.98","12.63"
"DHI","45.35","0.0824","0.857","38.29","41.32","46.91","32.39","0.0013","5580000","6340000","1.27","24.45","5.92","4.08","2.09e+09","1.956e+10","9.36","1.20","339170000","10.33","3.46e+09","-165980000","1.693e+10","1.56e+09","247100000","0.1246","0.1287","1.19","1.86","1.04","0.0959","0.056","0.0921","0.1798","1.625e+10","43.18","0.0786","373420000","13200000","11200000","0.0354","2.29","704200000","1.89","3.34e+09","35.95","11.11"
"DHR","131.63","0.1141","0.7987","110.54","128.81","134.50","94.59","0.3088","2060000","2950000","0.94","40.22","1.47","3.74","4.82e+09","1.0135e+11","21.03","5.09","654860000","24.93","1.111e+10","3.01e+09","9.421e+10","2.65e+09","4.02e+09","0.1765","0.1711","3.13","3.27","4.74","0.1333","0.055","0.0465","0.0971","1.989e+10","28.39","0.0786","715690000","6430000","5240000","0.009","1.37","787800000","1.12","9.74e+09","34.51","35.23"
"DRI","116.5","0.0019","0.9319","109.08","114.25","124.00","84.37","0.308","1080000","1200000","0.76","18.83","0.48","5.41","1.17e+09","1.493e+10","12.80","1.77","122750000","18.01","1.75e+09","483140000","1.433e+10","685300000","1.18e+09","0.1023","0.5284","1.55","6.19","1.70","0.0808","0.055","0.0965","0.3086","8.42e+09","68.07","0.0786","122980000","6530000","6590000","0.0529","6.16","302900000","2.46","927400000","40.05","21.54"
"DE","161.46","0.0023","0.798","153.64","160.74","167.82","128.32","0.075","1600000","1970000","1.02","35.57","2.00","10.40","5.88e+09","9.198e+10","15.65","2.40","286510000","12.81","9.02e+09","-923050000","5.142e+10","3.4e+09","1.47e+09","0.1056","0.2625","0.74","4.54","1.34","0.0886","0.155","0.0371","0.3302","3.839e+10","119.39","0.0786","318490000","7430000","6920000","0.0233","3.14","2.76e+09","8.66","4.329e+10","381.53","15.53"
"DVN","33.48","0.006","0.8838","29.74","30.37","46.54","20.37","-0.0726","6370000","7910000","2.04","20.46","1.99","6.10","3.47e+09","1.72e+10","4.95","1.64","435610000","13.89","4.15e+09","-587880000","1.467e+10","5.95e+08","2.7e+09","0.1483","0.1974","0.56","1.64","1.40","0.293","0.563","0.0389","0.0656","1.046e+10","21.17","0.0786","438300000","18160000","15100000","0.0414","1.71","2.41e+09","5.51","5.95e+09","64.74","5.49"
"FANG","106.28","0.0052","1.0091","107.42","102.53","140.78","85.19","-0.1606","2100000","1790000","1.17","83.39","0.91","8.06","1.77e+09","2.219e+10","12.51","10.25","163050000","8.81","1.74e+09","-2.18e+09","1.747e+10","845670000","1.56e+09","0.5309","0.0465","0.45","1.27","8.07","0.3908","0.612","0.0489","0.0957","2.16e+09","20.68","0.0786","164380000","6050000","5410000","0.0368","3.03","214520000","1.3","4.46e+09","31.51","13.19"
"DLR","122.73","5e-04","1.0315","111.85","117.42","125.10","100.05","0.1796","879110","1350000","0.68","41.71","0.67","1.21","1.77e+09","3.906e+10","22.08","12.68","207710000","73.93","1.99e+09","1.51e+09","2.685e+10","249930000","1.39e+09","0.204","3.3388","5.54","2.94","8.72","0.1076","0.068","0.0174","0.031","3.08e+09","14.95","0.0786","208170000","1.5e+07","14170000","0.0638","8.4","146820000","0.71","1.132e+10","104.06","101.43"
"DISCA","30.02","0.0227","1.1718","29.19","28.21","34.89","20.60","0.2902","5140000","4070000","1.13","11.77","1.06","0.73","4.54e+09","3.968e+10","8.74","3.76","501280000","7.60","6.62e+09","5.25e+09","2.109e+10","5.29e+08","2.58e+09","0.2989","0","0.24","2.55","2.00","0.0563","0.507","0.0715","0.0876","1.055e+10","17.18","0.0786","157770000","26950000","27920000","0.0514","6.71","9.99e+08","1.4","1.705e+10","162.07","41.01"
"DISCK","28","0.0328","0.8789","27.06","26.60","31.55","19.25","0.295","2860000","2080000","1.21","11.77","1.06","0.73","4.54e+09","3.8e+10","8.37","3.60","501280000","7.24","6.62e+09","5.25e+09","2.1e+10","5.29e+08","2.58e+09","0.2989","0","0.59","2.38","1.99","0.0563","0.507","0.0715","0.0876","1.055e+10","17.18","0.0786","360540000","6e+06","6100000","0.0114","3.07","9.99e+08","1.4","1.705e+10","162.07","38.25"
"D","76.44","0.0028","0.6019","73.25","75.98","77.50","61.53","0.1787","3240000","4720000","0.19","29.53","0.68","3.74","6.53e+09","9.796e+10","14.99","7.33","797120000","17.29","6.49e+09","-5.31e+08","6.111e+10","2.45e+09","4.77e+09","0.3182","0.893","3.86","2.59","4.57","0.1831","0.047","0.0344","0.1231","1.337e+10","20.43","0.0786","799400000","10630000","11760000","0.0133","2.12","2.82e+08","0.35","3.532e+10","160.18","20.44"
"DOV","97.13","0.0261","0.9074","85.00","92.71","97.65","65.83","0.2578","787710","1050000","1.78","19.10","1.37","3.75","1.19e+09","1.665e+10","13.99","2.38","142930000","15.79","2.58e+09","595440000","1.41e+10","591150000","798640000","0.1298","0.4884","1.61","5.08","2.02","0.0816","0.032","0.0596","0.1653","6.99e+09","46.65","0.0786","145210000","2310000","2090000","0.0159","2.44","396220000","2.73","3.16e+09","114.28","25.88"
